,43,171,59,148,80,287,266,129,208,280,131,307,197,135,117,74,265,241,86,79,83,26,110,206,2,218,7,297,240,313,331,164,217,186,132,235,14,150,312,236,250,119,252,271,193,216,275,306,137,3
43,0.0,0.0,"LINESTRING (-6.222093 53.3361475, -6.222124 53.3362437, -6.2222053 53.3367155, -6.2222355 53.3368693, -6.222307 53.3372341, -6.2223929 53.3375474, -6.2224582 53.3377854, -6.2225081 53.3379144, -6.2225843 53.3379267, -6.22274 53.3379345, -6.2229991 53.3379168, -6.22274 53.3379345, -6.2225843 53.3379267, -6.2225081 53.3379144, -6.2224199 53.337901, -6.222265 53.3378868, -6.2221227 53.3378851, -6.2219361 53.3378996, -6.2217093 53.337926, -6.2211701 53.3379895, -6.2207596 53.3380378, -6.2202298 53.3380812)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"LINESTRING (-6.2533119 53.3325867, -6.2530029 53.3322854, -6.2529499 53.3322394, -6.2529164 53.3322042, -6.252838 53.3321341, -6.2527874 53.3320666, -6.2527505 53.3320175, -6.2526732 53.3319196, -6.2524539 53.3319578, -6.251556 53.3321728, -6.2514969 53.3321859, -6.25112 53.3322917, -6.250611 53.3324367, -6.2503651 53.3325067, -6.2501219 53.332576, -6.2500594 53.3325947, -6.2499655 53.3326227, -6.2498781 53.3326489, -6.2497612 53.3326838, -6.2488867 53.3329451, -6.2485689 53.33304, -6.2481889 53.333151, -6.2480873 53.3331807, -6.247424 53.3333744, -6.2473001 53.3334125, -6.2471884 53.3334468, -6.2463972 53.3336901, -6.2454865 53.3339516, -6.245187 53.3340315, -6.2444894 53.3342406, -6.2443294 53.3342886, -6.2440184 53.3343777, -6.2439394 53.3343986, -6.2425524 53.3348267, -6.2419418 53.3350128, -6.2402858 53.3355073, -6.239229 53.3358166, -6.238751 53.3359582, -6.238135 53.3361423, -6.2372316 53.3364228, -6.2371227 53.3364512, -6.2359728 53.3367903, -6.2357764 53.3368502, -6.2356947 53.3368751, -6.2356302 53.3368948, -6.2349014 53.3371203, -6.2346778 53.3372105, -6.2345101 53.337124, -6.234064 53.3371718, -6.2335626 53.337195, -6.2330521 53.3372273, -6.2328912 53.3372358, -6.2322612 53.3372717, -6.2320171 53.3372859, -6.2315431 53.3373145, -6.2309192 53.3373487, -6.2308741 53.3373517, -6.2304488 53.3373793, -6.2301753 53.3373975, -6.2295648 53.3374402, -6.2293288 53.3374546, -6.2290423 53.3374722, -6.2289899 53.3374754, -6.228903 53.3374807, -6.228625 53.3374985, -6.2284704 53.3375084, -6.228356 53.3375167, -6.2282957 53.3375204, -6.2281345 53.3375301, -6.2280621 53.3375345, -6.2279691 53.3375401, -6.2278812 53.3375455, -6.2277974 53.3375505, -6.2277334 53.3375544, -6.2276689 53.3375585, -6.2275059 53.337569, -6.2274221 53.3375744, -6.2271425 53.3375924, -6.2270639 53.3375974, -6.2269427 53.3376055, -6.2268972 53.33761, -6.2266306 53.3376442, -6.2264137 53.337672, -6.2263793 53.3376775, -6.2263271 53.3376862, -6.2262029 53.3376936, -6.2257678 53.3377197, -6.2253639 53.3377495, -6.2247872 53.3377837, -6.2245939 53.3377966, -6.2244124 53.3378164, -6.2235369 53.3378783, -6.2233946 53.3378897, -6.2229991 53.3379168, -6.22274 53.3379345, -6.2225843 53.3379267, -6.2225081 53.3379144, -6.2224199 53.337901, -6.222265 53.3378868, -6.2221227 53.3378851, -6.2219361 53.3378996, -6.2217093 53.337926, -6.2211701 53.3379895, -6.2207596 53.3380378, -6.2202298 53.3380812)",0.0,0.0,0.0,0.0,"LINESTRING (-6.2473962 53.3358117, -6.2473233 53.3357634, -6.2466262 53.3352943, -6.2463828 53.3351096, -6.2462765 53.3350123, -6.2457083 53.3345283, -6.2456599 53.334487, -6.2456657 53.3343833, -6.2456126 53.3343427, -6.2455928 53.334326, -6.2455833 53.3343203, -6.2453584 53.3341483, -6.245187 53.3340315, -6.2444894 53.3342406, -6.2443294 53.3342886, -6.2440184 53.3343777, -6.2439394 53.3343986, -6.2425524 53.3348267, -6.2419418 53.3350128, -6.2402858 53.3355073, -6.239229 53.3358166, -6.238751 53.3359582, -6.238135 53.3361423, -6.2372316 53.3364228, -6.2371227 53.3364512, -6.2359728 53.3367903, -6.2357764 53.3368502, -6.2356947 53.3368751, -6.2356302 53.3368948, -6.2349014 53.3371203, -6.2346778 53.3372105, -6.2345101 53.337124, -6.234064 53.3371718, -6.2335626 53.337195, -6.2330521 53.3372273, -6.2328912 53.3372358, -6.2322612 53.3372717, -6.2320171 53.3372859, -6.2315431 53.3373145, -6.2309192 53.3373487, -6.2308741 53.3373517, -6.2304488 53.3373793, -6.2301753 53.3373975, -6.2295648 53.3374402, -6.2293288 53.3374546, -6.2290423 53.3374722, -6.2289899 53.3374754, -6.228903 53.3374807, -6.228625 53.3374985, -6.2284704 53.3375084, -6.228356 53.3375167, -6.2282957 53.3375204, -6.2281345 53.3375301, -6.2280621 53.3375345, -6.2279691 53.3375401, -6.2278812 53.3375455, -6.2277974 53.3375505, -6.2277334 53.3375544, -6.2276689 53.3375585, -6.2275059 53.337569, -6.2274221 53.3375744, -6.2271425 53.3375924, -6.2270639 53.3375974, -6.2269427 53.3376055, -6.2268972 53.33761, -6.2266306 53.3376442, -6.2264137 53.337672, -6.2263793 53.3376775, -6.2263271 53.3376862, -6.2262029 53.3376936, -6.2257678 53.3377197, -6.2253639 53.3377495, -6.2247872 53.3377837, -6.2245939 53.3377966, -6.2244124 53.3378164, -6.2235369 53.3378783, -6.2233946 53.3378897, -6.2229991 53.3379168, -6.22274 53.3379345, -6.2225843 53.3379267, -6.2225081 53.3379144, -6.2224199 53.337901, -6.222265 53.3378868, -6.2221227 53.3378851, -6.2219361 53.3378996, -6.2217093 53.337926, -6.2211701 53.3379895, -6.2207596 53.3380378, -6.2202298 53.3380812)",0.0,0.0,0.0,"LINESTRING (-6.2433032 53.3331657, -6.2425718 53.3329104, -6.2421069 53.3334287, -6.2419924 53.3335569, -6.241868 53.3335712, -6.2417014 53.3335945, -6.240833 53.3338025, -6.2406798 53.3338396, -6.2401741 53.3339621, -6.2392538 53.3341849, -6.2382705 53.3344215, -6.2372077 53.3346899, -6.2370802 53.3347221, -6.2372404 53.3349308, -6.2374872 53.3352581, -6.2376697 53.335516, -6.2378272 53.3357384, -6.23804 53.3360389, -6.238135 53.3361423, -6.2372316 53.3364228, -6.2371227 53.3364512, -6.2359728 53.3367903, -6.2357764 53.3368502, -6.2356947 53.3368751, -6.2356302 53.3368948, -6.2349014 53.3371203, -6.2346778 53.3372105, -6.2345101 53.337124, -6.234064 53.3371718, -6.2335626 53.337195, -6.2330521 53.3372273, -6.2328912 53.3372358, -6.2322612 53.3372717, -6.2320171 53.3372859, -6.2315431 53.3373145, -6.2309192 53.3373487, -6.2308741 53.3373517, -6.2304488 53.3373793, -6.2301753 53.3373975, -6.2295648 53.3374402, -6.2293288 53.3374546, -6.2290423 53.3374722, -6.2289899 53.3374754, -6.228903 53.3374807, -6.228625 53.3374985, -6.2284704 53.3375084, -6.228356 53.3375167, -6.2282957 53.3375204, -6.2281345 53.3375301, -6.2280621 53.3375345, -6.2279691 53.3375401, -6.2278812 53.3375455, -6.2277974 53.3375505, -6.2277334 53.3375544, -6.2276689 53.3375585, -6.2275059 53.337569, -6.2274221 53.3375744, -6.2271425 53.3375924, -6.2270639 53.3375974, -6.2269427 53.3376055, -6.2268972 53.33761, -6.2266306 53.3376442, -6.2264137 53.337672, -6.2263793 53.3376775, -6.2263271 53.3376862, -6.2262029 53.3376936, -6.2257678 53.3377197, -6.2253639 53.3377495, -6.2247872 53.3377837, -6.2245939 53.3377966, -6.2244124 53.3378164, -6.2235369 53.3378783, -6.2233946 53.3378897, -6.2229991 53.3379168, -6.22274 53.3379345, -6.2225843 53.3379267, -6.2225081 53.3379144, -6.2224199 53.337901, -6.222265 53.3378868, -6.2221227 53.3378851, -6.2219361 53.3378996, -6.2217093 53.337926, -6.2211701 53.3379895, -6.2207596 53.3380378, -6.2202298 53.3380812)",0.0,"LINESTRING (-6.2238048 53.3400907, -6.223657 53.3401259, -6.2234848 53.3401343, -6.2234481 53.3401286, -6.223196 53.3400896, -6.2230018 53.3400461, -6.2229486 53.3400244, -6.2228398 53.3399801, -6.2226102 53.3398582, -6.2220677 53.3395701, -6.2219454 53.3395051, -6.2216016 53.339229, -6.2214555 53.3391182, -6.2213181 53.3389926, -6.2212444 53.3389217, -6.2209551 53.3386337, -6.2206799 53.3384241, -6.2202298 53.3380812)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"LINESTRING (-6.2600463 53.3303268, -6.2599032 53.3303598, -6.2588622 53.3305985, -6.2581598 53.3307496, -6.2577717 53.3308323, -6.2576399 53.330861, -6.2570893 53.330981, -6.2548776 53.3314844, -6.2536643 53.3317572, -6.2531725 53.3318542, -6.2528714 53.3318995, -6.2526732 53.3319196, -6.2524539 53.3319578, -6.251556 53.3321728, -6.2514969 53.3321859, -6.25112 53.3322917, -6.250611 53.3324367, -6.2503651 53.3325067, -6.2501219 53.332576, -6.2500594 53.3325947, -6.2499655 53.3326227, -6.2498781 53.3326489, -6.2497612 53.3326838, -6.2488867 53.3329451, -6.2485689 53.33304, -6.2481889 53.333151, -6.2480873 53.3331807, -6.247424 53.3333744, -6.2473001 53.3334125, -6.2471884 53.3334468, -6.2463972 53.3336901, -6.2454865 53.3339516, -6.245187 53.3340315, -6.2444894 53.3342406, -6.2443294 53.3342886, -6.2440184 53.3343777, -6.2439394 53.3343986, -6.2425524 53.3348267, -6.2419418 53.3350128, -6.2402858 53.3355073, -6.239229 53.3358166, -6.238751 53.3359582, -6.238135 53.3361423, -6.2372316 53.3364228, -6.2371227 53.3364512, -6.2359728 53.3367903, -6.2357764 53.3368502, -6.2356947 53.3368751, -6.2356302 53.3368948, -6.2349014 53.3371203, -6.2346778 53.3372105, -6.2345101 53.337124, -6.234064 53.3371718, -6.2335626 53.337195, -6.2330521 53.3372273, -6.2328912 53.3372358, -6.2322612 53.3372717, -6.2320171 53.3372859, -6.2315431 53.3373145, -6.2309192 53.3373487, -6.2308741 53.3373517, -6.2304488 53.3373793, -6.2301753 53.3373975, -6.2295648 53.3374402, -6.2293288 53.3374546, -6.2290423 53.3374722, -6.2289899 53.3374754, -6.228903 53.3374807, -6.228625 53.3374985, -6.2284704 53.3375084, -6.228356 53.3375167, -6.2282957 53.3375204, -6.2281345 53.3375301, -6.2280621 53.3375345, -6.2279691 53.3375401, -6.2278812 53.3375455, -6.2277974 53.3375505, -6.2277334 53.3375544, -6.2276689 53.3375585, -6.2275059 53.337569, -6.2274221 53.3375744, -6.2271425 53.3375924, -6.2270639 53.3375974, -6.2269427 53.3376055, -6.2268972 53.33761, -6.2266306 53.3376442, -6.2264137 53.337672, -6.2263793 53.3376775, -6.2263271 53.3376862, -6.2262029 53.3376936, -6.2257678 53.3377197, -6.2253639 53.3377495, -6.2247872 53.3377837, -6.2245939 53.3377966, -6.2244124 53.3378164, -6.2235369 53.3378783, -6.2233946 53.3378897, -6.2229991 53.3379168, -6.22274 53.3379345, -6.2225843 53.3379267, -6.2225081 53.3379144, -6.2224199 53.337901, -6.222265 53.3378868, -6.2221227 53.3378851, -6.2219361 53.3378996, -6.2217093 53.337926, -6.2211701 53.3379895, -6.2207596 53.3380378, -6.2202298 53.3380812)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
